Dispatch_ID,GPU_ID,Queue_ID,PID,TID,Grid_Size,Workgroup_Size,LDS_Per_Workgroup,Scratch_Per_Workitem,Arch_VGPR,Accum_VGPR,SGPR,Wave_Size,Kernel_Name,Start_Timestamp,End_Timestamp,Correlation_ID,Kernel_ID,CPC_CPC_STAT_BUSY,CPC_CPC_STAT_STALL,SQC_DCACHE_HITS,SQC_ICACHE_MISSES_DUPLICATE,SQ_INSTS_GDS,SQ_INSTS_VALU_ADD_F64,SQ_INSTS_VALU_MFMA_MOPS_F8,SQ_INST_LEVEL_VMEM,SQ_ACCUM_PREV_HIRES,SQ_WAIT_INST_ANY,TA_ADDR_STALLED_BY_TD_CYCLES_sum,TA_BUFFER_ATOMIC_WAVEFRONTS_sum,TCC_BUBBLE_sum,TCC_EA0_ATOMIC_sum,TCC_EA0_WRREQ_LEVEL_sum,TCC_NC_REQ_sum,TCP_TCC_ATOMIC_WITH_RET_REQ_sum,TCP_TCC_UC_WRITE_REQ_sum,TCP_TCC_WRITE_REQ_sum,TCP_WRITE_TAGCONFLICT_STALL_CYCLES_sum
110,0,1,1638,1638,512,512,0,0,16,0,32,64,__amd_rocclr_copyBuffer,12896297271194,12896297273639,111,23,233785.0,94397.0,0.0,7.0,0.0,0.0,0.0,1799.0,1799.0,13.0,0.0,0.0,1.0,0.0,809.0,0.0,0.0,1.0,1.0,0.0
111,0,1,1638,1638,512,512,0,0,16,0,32,64,__amd_rocclr_copyBuffer,12896297636503,12896297641554,112,23,279356.0,102706.0,0.0,7.0,0.0,0.0,0.0,12600.0,12600.0,17.0,0.0,0.0,1.0,0.0,5043.0,0.0,0.0,6.0,6.0,0.0
112,0,1,1638,1638,512,512,0,0,16,0,32,64,__amd_rocclr_copyBuffer,12896298007345,12896298009831,113,23,231350.0,93286.0,0.0,7.0,0.0,0.0,0.0,1883.0,1883.0,12.0,0.0,0.0,1.0,0.0,809.0,0.0,0.0,1.0,1.0,0.0
113,0,1,1638,1638,512,512,0,0,16,0,32,64,__amd_rocclr_copyBuffer,12896298374057,12896298379470,114,23,287049.0,121368.0,0.0,7.0,0.0,0.0,0.0,1866.0,1866.0,7.0,0.0,0.0,1.0,0.0,866.0,0.0,0.0,1.0,1.0,0.0
114,0,1,1638,1638,512,512,0,0,16,0,32,64,__amd_rocclr_copyBuffer,12896298742855,12896298745340,115,23,241441.0,95757.0,0.0,7.0,0.0,0.0,0.0,1816.0,1816.0,17.0,0.0,0.0,1.0,0.0,812.0,0.0,0.0,1.0,1.0,0.0
115,0,1,1638,1638,1024,1024,0,0,16,0,32,64,__amd_rocclr_copyBuffer,12896299109206,12896299112574,116,23,253940.0,97584.0,0.0,15.0,0.0,0.0,0.0,5810.0,5810.0,72.0,0.0,0.0,1.0,0.0,2524.0,0.0,0.0,3.0,3.0,0.0
116,0,1,1638,1638,512,512,0,0,16,0,32,64,__amd_rocclr_copyBuffer,12896299477042,12896299480088,117,23,253806.0,101511.0,0.0,7.0,0.0,0.0,0.0,1891.0,1891.0,5.0,0.0,0.0,1.0,0.0,811.0,0.0,0.0,1.0,1.0,0.0
117,0,1,1638,1638,512,512,0,0,16,0,32,64,__amd_rocclr_copyBuffer,12896299843874,12896299846360,118,23,237282.0,94606.0,0.0,7.0,0.0,0.0,0.0,1819.0,1819.0,18.0,0.0,0.0,1.0,0.0,810.0,0.0,0.0,1.0,1.0,0.0
118,0,1,1638,1638,512,512,0,0,16,0,32,64,__amd_rocclr_copyBuffer,12896300213514,12896300216079,119,23,229171.0,92411.0,0.0,10.0,0.0,0.0,0.0,1821.0,1821.0,7.0,0.0,0.0,1.0,0.0,811.0,0.0,0.0,1.0,1.0,0.0
119,0,1,1638,1638,512,512,0,0,16,0,32,64,__amd_rocclr_copyBuffer,12896300582431,12896300587442,120,23,284225.0,103269.0,0.0,9.0,0.0,0.0,0.0,12147.0,12147.0,4.0,0.0,0.0,1.0,0.0,4941.0,0.0,0.0,6.0,6.0,0.0
120,0,1,1638,1638,512,512,0,0,16,0,32,64,__amd_rocclr_copyBuffer,12896300951669,12896300954035,121,23,243947.0,96659.0,0.0,7.0,0.0,0.0,0.0,1823.0,1823.0,16.0,0.0,0.0,1.0,0.0,812.0,0.0,0.0,1.0,1.0,0.0
121,0,1,1638,1638,512,512,0,0,16,0,32,64,__amd_rocclr_copyBuffer,12896301318382,12896301320827,122,23,241561.0,95468.0,0.0,7.0,0.0,0.0,0.0,1748.0,1748.0,10.0,0.0,0.0,1.0,0.0,812.0,0.0,0.0,1.0,1.0,0.0
122,0,1,1638,1638,512,512,0,0,16,0,32,64,__amd_rocclr_copyBuffer,12896301685976,12896301688462,123,23,244556.0,94927.0,0.0,7.0,0.0,0.0,0.0,1752.0,1752.0,8.0,0.0,0.0,1.0,0.0,815.0,0.0,0.0,1.0,1.0,0.0
123,0,1,1638,1638,1024,1024,0,0,16,0,32,64,__amd_rocclr_copyBuffer,12896302052529,12896302055776,124,23,251116.0,98185.0,0.0,15.0,0.0,0.0,0.0,5728.0,5728.0,73.0,0.0,0.0,1.0,0.0,2484.0,0.0,0.0,3.0,3.0,0.0
124,0,1,1638,1638,512,512,0,0,16,0,32,64,__amd_rocclr_copyBuffer,12896302420324,12896302422809,125,23,237710.0,94201.0,0.0,7.0,0.0,0.0,0.0,1830.0,1830.0,10.0,0.0,0.0,1.0,0.0,811.0,0.0,0.0,1.0,1.0,0.0
125,0,1,1638,1638,512,512,0,0,16,0,32,64,__amd_rocclr_copyBuffer,12896302792849,12896302795335,126,23,240989.0,95651.0,0.0,7.0,0.0,0.0,0.0,1756.0,1756.0,13.0,0.0,0.0,1.0,0.0,811.0,0.0,0.0,1.0,1.0,0.0
126,0,1,1638,1638,512,512,0,0,16,0,32,64,__amd_rocclr_copyBuffer,12896303164734,12896303167179,127,23,238834.0,95248.0,0.0,7.0,0.0,0.0,0.0,1756.0,1756.0,17.0,0.0,0.0,1.0,0.0,812.0,0.0,0.0,1.0,1.0,0.0
127,0,1,1638,1638,512,512,0,0,16,0,32,64,__amd_rocclr_copyBuffer,12896303532809,12896303537740,128,23,267248.0,99981.0,0.0,7.0,0.0,0.0,0.0,12308.0,12308.0,22.0,0.0,0.0,1.0,0.0,4985.0,0.0,0.0,6.0,6.0,0.0
128,0,1,1638,1638,512,512,0,0,16,0,32,64,__amd_rocclr_copyBuffer,12896303901727,12896303904172,129,23,242812.0,96714.0,0.0,7.0,0.0,0.0,0.0,1835.0,1835.0,9.0,0.0,0.0,1.0,0.0,809.0,0.0,0.0,1.0,1.0,0.0
129,0,1,1638,1638,512,512,0,0,16,0,32,64,__amd_rocclr_copyBuffer,12896304269201,12896304271566,130,23,228097.0,92230.0,0.0,7.0,0.0,0.0,0.0,1763.0,1763.0,18.0,0.0,0.0,1.0,0.0,809.0,0.0,0.0,1.0,1.0,0.0
130,0,1,1638,1638,512,512,0,0,16,0,32,64,__amd_rocclr_copyBuffer,12896304635032,12896304638359,131,23,260406.0,108128.0,0.0,7.0,0.0,0.0,0.0,1759.0,1759.0,22.0,0.0,0.0,1.0,0.0,812.0,0.0,0.0,1.0,1.0,0.0
131,0,1,1638,1638,1024,1024,0,0,16,0,32,64,__amd_rocclr_copyBuffer,12896305004230,12896305007638,132,23,256641.0,97085.0,0.0,15.0,0.0,0.0,0.0,5912.0,5912.0,85.0,0.0,0.0,1.0,0.0,2522.0,0.0,0.0,3.0,3.0,0.0
132,0,1,1638,1638,512,512,0,0,16,0,32,64,__amd_rocclr_copyBuffer,12896305371423,12896305373789,133,23,235517.0,94393.0,0.0,7.0,0.0,0.0,0.0,1676.0,1676.0,16.0,0.0,0.0,1.0,0.0,812.0,0.0,0.0,1.0,1.0,0.0
133,0,1,1638,1638,512,512,0,0,16,0,32,64,__amd_rocclr_copyBuffer,12896305741143,12896305743548,134,23,241988.0,94695.0,0.0,7.0,0.0,0.0,0.0,1594.0,1594.0,22.0,0.0,0.0,1.0,0.0,812.0,0.0,0.0,1.0,1.0,0.0
134,0,1,1638,1638,512,512,0,0,16,0,32,64,__amd_rocclr_copyBuffer,12896306110181,12896306112626,135,23,237170.0,94904.0,0.0,7.0,0.0,0.0,0.0,1772.0,1772.0,8.0,0.0,0.0,1.0,0.0,815.0,0.0,0.0,1.0,1.0,0.0
135,0,1,1638,1638,512,512,0,0,16,0,32,64,__amd_rocclr_copyBuffer,12896306480942,12896306486074,136,23,283820.0,102175.0,0.0,7.0,0.0,0.0,0.0,12798.0,12798.0,16.0,0.0,0.0,1.0,0.0,4851.0,0.0,0.0,6.0,6.0,0.0
136,0,1,1638,1638,512,512,0,0,16,0,32,64,__amd_rocclr_copyBuffer,12896306848938,12896306851303,137,23,235296.0,94024.0,0.0,7.0,0.0,0.0,0.0,1754.0,1754.0,12.0,0.0,0.0,1.0,0.0,811.0,0.0,0.0,1.0,1.0,0.0
137,0,1,1638,1638,512,512,0,0,16,0,32,64,__amd_rocclr_copyBuffer,12896307215330,12896307217815,138,23,240826.0,95564.0,0.0,7.0,0.0,0.0,0.0,1781.0,1781.0,13.0,0.0,0.0,1.0,0.0,812.0,0.0,0.0,1.0,1.0,0.0
138,0,1,1638,1638,512,512,0,0,16,0,32,64,__amd_rocclr_copyBuffer,12896307581321,12896307583726,139,23,232615.0,93396.0,0.0,7.0,0.0,0.0,0.0,1776.0,1776.0,15.0,0.0,0.0,1.0,0.0,811.0,0.0,0.0,1.0,1.0,0.0
139,0,1,1638,1638,1024,1024,0,0,16,0,32,64,__amd_rocclr_copyBuffer,12896307949156,12896307952523,140,23,256119.0,99054.0,0.0,15.0,0.0,0.0,0.0,5731.0,5731.0,82.0,0.0,0.0,1.0,0.0,2431.0,0.0,0.0,3.0,3.0,0.0
140,0,1,1638,1638,512,512,0,0,16,0,32,64,__amd_rocclr_copyBuffer,12896308316830,12896308319276,141,23,237004.0,96204.0,0.0,7.0,0.0,0.0,0.0,1758.0,1758.0,6.0,0.0,0.0,1.0,0.0,813.0,0.0,0.0,1.0,1.0,0.0
141,0,1,1638,1638,512,512,0,0,16,0,32,64,__amd_rocclr_copyBuffer,12896308684305,12896308686750,142,23,247381.0,96651.0,0.0,7.0,0.0,0.0,0.0,1789.0,1789.0,18.0,0.0,0.0,1.0,0.0,813.0,0.0,0.0,1.0,1.0,0.0
142,0,1,1638,1638,512,512,0,0,16,0,32,64,__amd_rocclr_copyBuffer,12896309048973,12896309051338,143,23,236614.0,94050.0,0.0,7.0,0.0,0.0,0.0,1669.0,1669.0,22.0,0.0,0.0,1.0,0.0,808.0,0.0,0.0,1.0,1.0,0.0
143,0,1,1638,1638,512,512,0,0,16,0,32,64,__amd_rocclr_copyBuffer,12896309416327,12896309421458,144,23,301711.0,105754.0,0.0,7.0,0.0,0.0,0.0,12511.0,12511.0,4.0,0.0,0.0,1.0,0.0,4838.0,0.0,0.0,6.0,6.0,0.0
144,0,1,1638,1638,512,512,0,0,16,0,32,64,__amd_rocclr_copyBuffer,12896309791258,12896309793623,145,23,242512.0,95817.0,0.0,7.0,0.0,0.0,0.0,1766.0,1766.0,18.0,0.0,0.0,1.0,0.0,814.0,0.0,0.0,1.0,1.0,0.0
145,0,1,1638,1638,512,512,0,0,16,0,32,64,__amd_rocclr_copyBuffer,12896310157610,12896310160015,146,23,228220.0,91908.0,0.0,7.0,0.0,0.0,0.0,1691.0,1691.0,24.0,0.0,0.0,1.0,0.0,811.0,0.0,0.0,1.0,1.0,0.0
146,0,1,1638,1638,512,512,0,0,16,0,32,64,__amd_rocclr_copyBuffer,12896310525084,12896310527449,147,23,242594.0,95524.0,0.0,7.0,0.0,0.0,0.0,1679.0,1679.0,9.0,0.0,0.0,1.0,0.0,809.0,0.0,0.0,1.0,1.0,0.0
147,0,1,1638,1638,1024,1024,0,0,16,0,32,64,__amd_rocclr_copyBuffer,12896310890513,12896310893761,148,23,248124.0,98674.0,0.0,15.0,0.0,0.0,0.0,5727.0,5727.0,76.0,0.0,0.0,1.0,0.0,2444.0,0.0,0.0,3.0,3.0,0.0
148,0,1,1638,1638,512,512,0,0,16,0,32,64,__amd_rocclr_copyBuffer,12896311257787,12896311260153,149,23,238317.0,96227.0,0.0,7.0,0.0,0.0,0.0,1766.0,1766.0,12.0,0.0,0.0,1.0,0.0,808.0,0.0,0.0,1.0,1.0,0.0
149,0,1,1638,1638,512,512,0,0,16,0,32,64,__amd_rocclr_copyBuffer,12896311624861,12896311627226,150,23,238564.0,95282.0,0.0,7.0,0.0,0.0,0.0,1691.0,1691.0,11.0,0.0,0.0,1.0,0.0,811.0,0.0,0.0,1.0,1.0,0.0
150,0,1,1638,1638,512,512,0,0,16,0,32,64,__amd_rocclr_copyBuffer,12896311993016,12896311995462,151,23,244875.0,97764.0,0.0,9.0,0.0,0.0,0.0,1690.0,1690.0,13.0,0.0,0.0,1.0,0.0,814.0,0.0,0.0,1.0,1.0,0.0
